N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor
557259,6/19/2021 10:38:00,15909,United Kingdom,98,"191,94"
568180,9/25/2021 13:42:00,15429,United Kingdom,309,"243,06"
555817,6/7/2021 11:51:00,17091,United Kingdom,3,"14,85"
562173,8/3/2021 12:12:00,14530,United Kingdom,171,"460,43"
543108,2/3/2021 12:37:00,14085,United Kingdom,124,"244,22"
580709,12/5/2021 16:33:00,,United Kingdom,2,"6,70"
547987,3/29/2021 9:11:00,17428,United Kingdom,436,"444,52"
571058,10/13/2021 14:18:00,13853,United Kingdom,312,"1090,14"
539034,12/15/2020 14:29:00,16161,United Kingdom,83,"209,65"
567868,9/22/2021 14:18:00,17603,United Kingdom,74,"394,72"
578266,11/23/2021 13:34:00,12748,United Kingdom,66,"141,68"
541601,1/19/2021 16:48:00,,United Kingdom,-84,"0,00"
572527,10/24/2021 15:35:00,,United Kingdom,-46,"0,00"
543529,2/9/2021 12:16:00,18109,United Kingdom,35,"178,15"
545156,2/28/2021 13:27:00,13509,United Kingdom,260,"209,32"
551276,4/27/2021 13:06:00,16016,United Kingdom,89,"219,01"
550885,4/21/2021 11:59:00,16185,United Kingdom,153,"335,00"
546738,3/16/2021 11:57:00,16422,United Kingdom,1208,"853,08"
538418,12/12/2020 12:00:00,17372,United Kingdom,128,"172,71"
580319,12/2/2021 15:39:00,15078,United Kingdom,338,"310,18"
A563185,8/12/2021 14:50:00,,United Kingdom,1,"11062,06"
550833,4/21/2021 10:48:00,15860,United Kingdom,5,"24,75"
537439,12/6/2020 17:01:00,,United Kingdom,1,"0,00"
567470,9/20/2021 12:39:00,16624,United Kingdom,292,"384,14"
549557,4/10/2021 12:59:00,14450,United Kingdom,71,"108,42"
C543745,2/11/2021 13:46:00,13672,United Kingdom,-19,"-62,13"
568910,9/29/2021 13:39:00,16574,United Kingdom,416,"451,44"
564726,8/28/2021 12:29:00,18077,United Kingdom,289,"301,93"
561191,7/25/2021 13:42:00,15129,United Kingdom,228,"299,40"
574665,11/6/2021 12:09:00,16168,United Kingdom,102,"156,54"
547623,3/24/2021 11:29:00,15641,United Kingdom,430,"543,22"
C554983,5/29/2021 12:18:00,17152,United Kingdom,-40,"-186,00"
C575626,11/10/2021 13:21:00,17651,United Kingdom,-2,"-7,03"
567111,9/16/2021 13:37:00,17663,United Kingdom,170,"271,28"
560565,7/19/2021 13:44:00,,United Kingdom,160,"0,00"
572741,10/25/2021 15:47:00,14341,United Kingdom,520,"797,20"
539592,12/20/2020 13:27:00,13319,United Kingdom,3,"14,85"
556015,6/8/2021 11:50:00,,United Kingdom,-13,"0,00"
542812,2/1/2021 11:21:00,14850,United Kingdom,293,"325,75"
560417,7/18/2021 14:56:00,16011,United Kingdom,108,"147,18"
C543756,2/11/2021 14:50:00,13089,United Kingdom,-24,"-54,60"
C571856,10/19/2021 13:37:00,17063,United Kingdom,-1,"-2,95"
581336,12/8/2021 12:10:00,16161,United Kingdom,92,"318,51"
547417,3/23/2021 10:25:00,13239,United Kingdom,363,"329,56"
575497,11/10/2021 9:10:00,14944,United Kingdom,12,"34,68"
570653,10/11/2021 13:49:00,14710,United Kingdom,115,"172,91"
545287,3/1/2021 11:42:00,15971,United Kingdom,60,"117,00"
577488,11/20/2021 12:00:00,13090,United Kingdom,188,"575,76"
541810,1/21/2021 15:00:00,,United Kingdom,78,"524,18"
C577227,11/18/2021 12:06:00,14527,United Kingdom,-4,"-78,72"
569738,10/6/2021 10:48:00,13013,United Kingdom,74,"216,81"
544932,2/25/2021 8:14:00,16133,United Kingdom,144,"307,20"
571010,10/13/2021 12:13:00,,United Kingdom,-16,"0,00"
569872,10/6/2021 15:05:00,13089,United Kingdom,4,"33,00"
573386,10/30/2021 14:27:00,17183,United Kingdom,231,"486,50"
563155,8/12/2021 11:48:00,13069,United Kingdom,121,"138,68"
579183,11/28/2021 15:16:00,15621,United Kingdom,168,"481,68"
570888,10/13/2021 10:26:00,17509,United Kingdom,508,"898,14"
536619,12/2/2020 10:18:00,17017,United Kingdom,48,"97,20"
547730,3/25/2021 11:01:00,14796,United Kingdom,220,"349,51"
561097,7/25/2021 10:47:00,15981,United Kingdom,196,"397,20"
564863,8/31/2021 10:30:00,15491,United Kingdom,275,"390,98"
557124,6/16/2021 18:19:00,16359,United Kingdom,139,"230,57"
555630,6/6/2021 12:04:00,14732,United Kingdom,284,"302,72"
536982,12/3/2020 14:27:00,,United Kingdom,1834,"10661,69"
552321,5/9/2021 9:15:00,17049,United Kingdom,194,"368,26"
560296,7/18/2021 10:21:00,,United Kingdom,82,"500,34"
545051,2/27/2021 11:58:00,12599,France,71,"110,60"
545086,2/28/2021 11:43:00,12678,France,214,"353,43"
580901,12/6/2021 12:45:00,16528,United Kingdom,171,"244,41"
568784,9/29/2021 9:15:00,15144,United Kingdom,20,"141,60"
541886,1/24/2021 11:21:00,15039,United Kingdom,181,"481,41"
540504,1/9/2021 11:02:00,13668,United Kingdom,67,"208,56"
562372,8/4/2021 14:33:00,16258,United Kingdom,216,"754,80"
579156,11/28/2021 13:47:00,17419,United Kingdom,86,"304,94"
548381,3/30/2021 16:45:00,,United Kingdom,-690,"0,00"
C574268,11/3/2021 14:22:00,14359,United Kingdom,-1,"-5,75"
568918,9/29/2021 14:12:00,15955,United Kingdom,12,"25,20"
538512,12/12/2020 14:03:00,16665,United Kingdom,59,"135,40"
565918,9/7/2021 16:27:00,13249,United Kingdom,66,"127,73"
564075,8/22/2021 15:22:00,17659,United Kingdom,36,"89,44"
571554,10/18/2021 9:13:00,,United Kingdom,638,"2884,29"
557853,6/23/2021 11:01:00,16258,United Kingdom,434,"801,00"
572050,10/20/2021 12:23:00,17346,United Kingdom,76,"224,37"
576377,11/15/2021 9:12:00,16341,United Kingdom,34,"56,50"
560272,7/17/2021 14:56:00,12691,France,47,"150,10"
C564134,8/23/2021 11:02:00,12456,Switzerland,-17,"-27,15"
575601,11/10/2021 12:16:00,,United Kingdom,28,"83,80"
C561703,7/29/2021 11:07:00,12709,Germany,-6,"-84,19"
540260,1/6/2021 9:40:00,13097,United Kingdom,344,"771,29"
570380,10/10/2021 12:35:00,14606,United Kingdom,45,"111,55"
C564907,8/31/2021 12:24:00,18225,United Kingdom,-9,"-37,55"
C566565,9/13/2021 12:32:00,14096,United Kingdom,-1,"-52,24"
562446,8/4/2021 19:06:00,13145,United Kingdom,24,"118,80"
539404,12/17/2020 12:24:00,17315,United Kingdom,60,"108,92"
547655,3/24/2021 12:52:00,14267,United Kingdom,140,"418,18"
559890,7/13/2021 11:58:00,12464,Belgium,13,"45,60"
C578669,11/24/2021 17:14:00,17323,United Kingdom,-4,"-7,03"
576892,11/17/2021 8:20:00,15737,United Kingdom,37,"67,01"
557525,6/21/2021 9:26:00,12759,Netherlands,353,"637,72"
544474,2/21/2021 9:52:00,12423,Belgium,194,"192,31"
557673,6/22/2021 10:15:00,16180,United Kingdom,883,"1581,85"
558626,6/30/2021 17:34:00,12569,Germany,47,"95,28"
581175,12/7/2021 15:16:00,14646,Netherlands,7366,"10901,54"
574133,11/3/2021 11:00:00,,United Kingdom,1,"0,00"
574306,11/3/2021 16:37:00,17481,United Kingdom,510,"405,00"
C575537,11/10/2021 11:14:00,14606,United Kingdom,-1,"-2,55"
540356,1/6/2021 15:12:00,,United Kingdom,117,"513,86"
C543347,2/7/2021 12:44:00,12472,Germany,-41,"-94,93"
537001,12/3/2020 15:33:00,,United Kingdom,-6,"0,00"
574681,11/6/2021 12:41:00,15156,United Kingdom,268,"317,80"
565192,9/1/2021 15:59:00,17220,United Kingdom,7,"11,55"
579538,11/30/2021 10:04:00,14062,United Kingdom,1390,"1239,38"
578622,11/24/2021 15:28:00,18184,United Kingdom,60,"49,80"
568789,9/29/2021 9:37:00,14522,United Kingdom,10,"70,80"
549553,4/10/2021 12:22:00,16931,United Kingdom,90,"147,06"
545464,3/3/2021 9:10:00,,United Kingdom,434,"1749,57"
581008,12/7/2021 9:02:00,13089,United Kingdom,156,"361,80"
577094,11/17/2021 16:39:00,15435,United Kingdom,54,"149,29"
581138,12/7/2021 13:17:00,12950,United Kingdom,500,"360,00"
C553564,5/17/2021 17:43:00,17581,United Kingdom,-1,"-195,00"
550377,4/18/2021 11:45:00,13082,United Kingdom,4,"34,00"
563238,8/15/2021 9:59:00,15093,United Kingdom,342,"630,42"
556193,6/9/2021 12:04:00,14132,United Kingdom,388,"306,86"
540540,1/9/2021 15:10:00,17218,United Kingdom,47,"169,35"
573863,11/1/2021 11:51:00,16825,United Kingdom,208,"456,48"
543995,2/15/2021 10:45:00,13408,United Kingdom,442,"793,50"
540699,1/11/2021 9:32:00,,United Kingdom,1000,"0,00"
C557515,6/20/2021 17:05:00,17463,United Kingdom,-5,"-15,05"
564226,8/24/2021 10:13:00,12523,France,107,"184,26"
550960,4/21/2021 16:39:00,12622,Germany,69,"180,10"
C573228,10/28/2021 11:54:00,16764,United Kingdom,-4,"-8,98"
574032,11/2/2021 12:37:00,17754,United Kingdom,410,"621,71"
542659,1/31/2021 12:09:00,15738,United Kingdom,215,"305,07"
537227,12/6/2020 8:42:00,17677,United Kingdom,700,"922,40"
553677,5/18/2021 12:58:00,16553,United Kingdom,88,"162,00"
546540,3/14/2021 15:05:00,15061,United Kingdom,404,"512,28"
566867,9/15/2021 12:56:00,13694,United Kingdom,902,"1642,18"
571324,10/17/2021 11:08:00,12783,Portugal,1,"283,02"
571944,10/20/2021 10:15:00,13755,United Kingdom,409,"297,85"
580535,12/4/2021 16:02:00,16988,United Kingdom,43,"126,12"
548704,4/3/2021 11:45:00,17381,United Kingdom,1897,"937,71"
C567065,9/16/2021 11:51:00,16108,United Kingdom,-16,"-26,40"
537457,12/7/2020 9:51:00,17511,United Kingdom,914,"1644,94"
C558253,6/27/2021 17:04:00,13611,United Kingdom,-4,"-13,60"
555518,6/5/2021 10:58:00,14891,United Kingdom,434,"449,38"
541506,1/18/2021 16:05:00,,United Kingdom,63,"478,64"
C543786,2/11/2021 17:01:00,13078,United Kingdom,-1,"-8,50"
569948,10/6/2021 18:23:00,14959,United Kingdom,94,"158,10"
551672,5/3/2021 12:39:00,,United Kingdom,-4,"0,00"
581136,12/7/2021 13:16:00,18273,United Kingdom,20,"51,00"
564918,8/31/2021 12:42:00,,United Kingdom,21,"0,00"
565835,9/7/2021 11:32:00,14452,United Kingdom,46,"127,37"
578349,11/24/2021 9:50:00,14539,United Kingdom,375,"465,35"
570973,10/13/2021 11:53:00,14180,United Kingdom,26,"149,70"
C542256,1/26/2021 17:04:00,17722,United Kingdom,-15,"-13,40"
554789,5/26/2021 12:07:00,16966,United Kingdom,528,"426,96"
553831,5/19/2021 11:36:00,14442,Channel Islands,223,"914,24"
546686,3/16/2021 9:52:00,14636,United Kingdom,117,"300,19"
553711,5/18/2021 15:39:00,13552,United Kingdom,128,"538,18"
570597,10/11/2021 11:49:00,16837,United Kingdom,422,"737,70"
C540559,1/10/2021 10:07:00,,EIRE,-4,"-15,00"
565396,9/2/2021 16:39:00,,United Kingdom,368,"1476,28"
549771,4/12/2021 11:43:00,14669,United Kingdom,287,"427,54"
559113,7/6/2021 12:08:00,13217,United Kingdom,100,"85,00"
540986,1/12/2021 16:14:00,15291,United Kingdom,113,"408,29"
C539945,12/23/2020 11:40:00,17069,United Kingdom,-6,"-13,50"
C546519,3/14/2021 12:27:00,14350,United Kingdom,-17,"-24,23"
537641,12/7/2020 15:32:00,,United Kingdom,138,"1240,19"
575840,11/11/2021 11:56:00,13137,United Kingdom,407,"682,17"
C540250,1/5/2021 16:02:00,17511,United Kingdom,-10,"-37,60"
575982,11/13/2021 13:42:00,13798,United Kingdom,407,"718,71"
537067,12/5/2020 11:57:00,14813,United Kingdom,8,"27,45"
561671,7/28/2021 17:17:00,12830,United Kingdom,2064,"1746,72"
556469,6/12/2021 11:37:00,12516,Germany,345,"583,20"
558200,6/27/2021 13:00:00,15976,United Kingdom,152,"220,95"
536466,12/1/2020 12:23:00,14849,United Kingdom,18,"42,90"
C577353,11/18/2021 15:45:00,12781,Czech Republic,-1,"-4,00"
544166,2/16/2021 13:14:00,14051,United Kingdom,50,"337,50"
569329,10/3/2021 13:03:00,17652,United Kingdom,195,"441,82"
573294,10/28/2021 15:32:00,14397,United Kingdom,108,"134,28"
551821,5/4/2021 12:20:00,16942,United Kingdom,101,"270,02"
554264,5/23/2021 12:35:00,15602,United Kingdom,84,"138,20"
564187,8/23/2021 15:24:00,15005,United Kingdom,156,"237,21"
C555597,6/6/2021 10:19:00,15796,United Kingdom,-1,"-42,00"
543542,2/9/2021 15:25:00,16607,United Kingdom,256,"231,91"
545036,2/25/2021 17:25:00,14573,United Kingdom,40,"169,15"
C563599,8/18/2021 6:22:00,15152,United Kingdom,-3,"-12,95"
574680,11/6/2021 12:40:00,15078,United Kingdom,304,"553,10"
560895,7/21/2021 17:12:00,13089,United Kingdom,841,"1021,92"
C568419,9/27/2021 11:16:00,13694,United Kingdom,-192,"-74,88"
576568,11/15/2021 13:42:00,17153,United Kingdom,104,"213,78"
547573,3/24/2021 10:04:00,12948,United Kingdom,100,"157,16"
553946,5/20/2021 10:48:00,15601,United Kingdom,333,"691,54"
573278,10/28/2021 13:19:00,16102,United Kingdom,166,"449,30"
553374,5/16/2021 14:51:00,14489,United Kingdom,299,"463,38"
545082,2/28/2021 10:37:00,16992,United Kingdom,228,"421,60"
563626,8/18/2021 10:31:00,16187,United Kingdom,642,"702,88"
C575606,11/10/2021 12:37:00,14096,United Kingdom,-1,"-517,51"
545889,3/7/2021 16:14:00,15291,United Kingdom,1,"45,00"
C576670,11/16/2021 11:55:00,16393,United Kingdom,-6,"-14,29"
544064,2/15/2021 13:50:00,17114,United Kingdom,22,"127,95"
548507,3/31/2021 14:47:00,13573,United Kingdom,10,"31,77"
547077,3/20/2021 14:38:00,12843,United Kingdom,52,"93,40"
553835,5/19/2021 11:50:00,13529,United Kingdom,30,"181,10"
564361,8/24/2021 16:16:00,17869,United Kingdom,6,"22,50"
C543627,2/10/2021 15:50:00,15601,United Kingdom,-1,"-5,95"
576376,11/15/2021 9:11:00,16341,United Kingdom,278,"383,48"
561355,7/26/2021 14:51:00,13090,United Kingdom,216,"968,40"
580155,12/2/2021 10:30:00,13183,United Kingdom,214,"429,06"
550290,4/15/2021 14:45:00,15246,United Kingdom,161,"328,15"
566494,9/13/2021 11:12:00,17404,Sweden,4072,"4114,08"
C554153,5/23/2021 11:21:00,16033,United Kingdom,-2,"-9,90"
550121,4/14/2021 12:38:00,15271,United Kingdom,68,"147,60"
551959,5/5/2021 12:38:00,13883,United Kingdom,55,"112,63"
C571014,10/13/2021 12:16:00,17509,United Kingdom,-2,"-11,90"
577951,11/22/2021 12:09:00,17238,United Kingdom,192,"247,68"
552472,5/9/2021 15:48:00,16503,United Kingdom,108,"251,60"
553732,5/19/2021 8:27:00,12481,Germany,90,"134,82"
573499,10/31/2021 12:01:00,,United Kingdom,-164,"0,00"
536780,12/2/2020 15:09:00,,United Kingdom,4,"12,80"
548737,4/4/2021 11:18:00,12682,France,297,"585,55"
561072,7/24/2021 15:39:00,14019,United Kingdom,233,"384,29"
572392,10/24/2021 11:54:00,14764,United Kingdom,190,"278,30"
566006,9/8/2021 12:01:00,13018,United Kingdom,288,"286,86"
559055,7/5/2021 17:09:00,,United Kingdom,1372,"3872,90"
536393,12/1/2020 10:37:00,13747,United Kingdom,8,"79,60"
545581,3/4/2021 9:03:00,,United Kingdom,232,"733,78"
553153,5/13/2021 14:56:00,13089,United Kingdom,12,"17,40"
C555882,6/7/2021 15:40:00,14625,United Kingdom,-1,"-6,75"
C554525,5/24/2021 17:19:00,15093,United Kingdom,-1,"-3,95"
552824,5/11/2021 13:16:00,14056,United Kingdom,312,"508,63"
563210,8/14/2021 12:27:00,16466,United Kingdom,83,"245,67"
580311,12/2/2021 14:48:00,18245,United Kingdom,460,"894,25"
577806,11/22/2021 8:20:00,12963,United Kingdom,26,"82,00"
559321,7/7/2021 14:30:00,17069,United Kingdom,245,"422,72"
561030,7/24/2021 11:25:00,16407,United Kingdom,149,"265,87"
580633,12/5/2021 12:28:00,17579,United Kingdom,128,"178,04"
C570854,10/12/2021 14:55:00,15473,United Kingdom,-40,"-102,00"
546408,3/11/2021 16:25:00,,United Kingdom,170,"0,00"
547919,3/28/2021 12:52:00,13760,United Kingdom,96,"135,09"
549551,4/10/2021 11:48:00,15955,United Kingdom,229,"491,79"
552847,5/11/2021 14:42:00,14649,United Kingdom,33,"182,45"
558571,6/30/2021 14:46:00,17017,United Kingdom,698,"810,26"
577474,11/20/2021 11:30:00,12778,Netherlands,155,"158,24"
540019,1/4/2021 12:18:00,12957,United Kingdom,352,"413,68"
559338,7/7/2021 16:30:00,,United Kingdom,823,"2339,28"
538209,12/10/2020 11:42:00,12748,United Kingdom,104,"185,06"
539336,12/17/2020 10:34:00,17790,United Kingdom,58,"115,90"
579387,11/29/2021 12:06:00,14452,United Kingdom,73,"137,07"
557038,6/16/2021 13:57:00,14037,United Kingdom,12,"35,40"
556950,6/15/2021 16:56:00,,United Kingdom,1,"0,00"
C578371,11/24/2021 11:16:00,14410,United Kingdom,-38,"-136,85"
550938,4/21/2021 15:16:00,16019,United Kingdom,162,"232,68"
542782,2/1/2021 10:00:00,12712,Germany,61,"314,15"
552823,5/11/2021 13:06:00,14731,United Kingdom,86,"127,66"
568984,9/29/2021 15:57:00,17813,United Kingdom,67,"306,61"
545035,2/25/2021 17:03:00,15078,United Kingdom,202,"430,26"
C538642,12/13/2020 14:37:00,12476,Germany,-2,"-12,45"
578626,11/24/2021 15:38:00,12709,Germany,322,"879,10"
C579866,11/30/2021 16:39:00,17528,United Kingdom,-2,"-41,00"
558748,7/3/2021 10:23:00,17800,United Kingdom,71,"115,75"
556942,6/15/2021 16:42:00,14222,United Kingdom,607,"683,17"
544085,2/15/2021 16:49:00,,United Kingdom,1,"5,45"
566184,9/9/2021 13:01:00,16723,United Kingdom,1,"165,00"
C567685,9/21/2021 16:35:00,16394,United Kingdom,-203,"-105,42"
574054,11/2/2021 14:07:00,18104,United Kingdom,362,"754,64"
539629,12/20/2020 14:51:00,14062,United Kingdom,82,"239,90"
C539608,12/20/2020 14:10:00,16873,United Kingdom,-3,"-29,75"
550512,4/18/2021 16:31:00,18069,United Kingdom,293,"391,90"
554148,5/23/2021 10:53:00,,United Kingdom,1,"0,00"
C552027,5/5/2021 18:09:00,16705,United Kingdom,-1,"-3,39"
C567715,9/22/2021 10:12:00,16160,United Kingdom,-7,"-11,83"
C567518,9/20/2021 16:28:00,,EIRE,-14,"-42,70"
570124,10/7/2021 13:11:00,16989,United Kingdom,60,"99,00"
570674,10/11/2021 14:59:00,14911,EIRE,1704,"768,64"
577861,11/22/2021 11:28:00,13924,United Kingdom,236,"351,64"
572990,10/27/2021 10:54:00,18276,United Kingdom,186,"335,86"
536398,12/1/2020 10:52:00,13448,United Kingdom,150,"426,56"
547722,3/25/2021 10:19:00,12553,France,264,"357,91"
555102,5/31/2021 13:50:00,14819,United Kingdom,48,"84,72"
549560,4/10/2021 13:26:00,15058,United Kingdom,52,"91,74"
580102,12/1/2021 15:12:00,16789,United Kingdom,32,"80,80"
542272,1/27/2021 9:42:00,16496,United Kingdom,450,"736,70"
559816,7/12/2021 16:11:00,,United Kingdom,1169,"3405,40"
554020,5/20/2021 13:17:00,,United Kingdom,-30,"0,00"
559040,7/5/2021 15:33:00,,United Kingdom,23,"146,13"
549247,4/7/2021 12:04:00,13752,United Kingdom,224,"277,60"
537826,12/8/2020 14:38:00,15581,United Kingdom,104,"272,34"
C568598,9/28/2021 11:19:00,15737,United Kingdom,-5,"-11,31"
537205,12/5/2020 14:52:00,13034,United Kingdom,116,"165,86"
565060,8/31/2021 17:15:00,,United Kingdom,-46,"0,00"
541884,1/24/2021 11:12:00,14782,United Kingdom,114,"200,10"
552275,5/8/2021 12:31:00,16523,United Kingdom,4,"59,80"
549143,4/6/2021 15:27:00,,United Kingdom,-17,"0,00"
563448,8/16/2021 14:28:00,15220,United Kingdom,276,"337,24"
546367,3/11/2021 11:38:00,15513,United Kingdom,504,"1726,60"
573163,10/28/2021 9:06:00,16843,United Kingdom,183,"377,65"
543269,2/4/2021 17:25:00,,United Kingdom,-18,"0,00"
537760,12/8/2020 11:42:00,15973,United Kingdom,106,"307,82"
554665,5/25/2021 14:44:00,14336,United Kingdom,254,"349,94"
555601,6/6/2021 11:22:00,15852,United Kingdom,10,"57,50"
C554338,5/23/2021 17:29:00,14038,United Kingdom,-2,"-5,90"
538076,12/9/2020 14:15:00,15311,United Kingdom,141,"272,36"
574090,11/3/2021 9:17:00,17442,United Kingdom,236,"326,87"
551518,5/1/2021 11:36:00,15708,United Kingdom,146,"443,85"
559490,7/8/2021 13:53:00,,United Kingdom,2,"15,75"
548210,3/29/2021 17:23:00,14606,United Kingdom,132,"338,41"
C569554,10/4/2021 17:51:00,16401,United Kingdom,-5,"-5,85"
577537,11/20/2021 14:17:00,14860,United Kingdom,232,"170,32"
542902,2/1/2021 14:43:00,16011,United Kingdom,180,"231,00"
539084,12/16/2020 9:31:00,13890,United Kingdom,93,"190,35"
C550099,4/14/2021 12:28:00,16933,United Kingdom,-2,"-11,75"
556533,6/13/2021 12:05:00,15625,United Kingdom,206,"249,94"
542606,1/30/2021 13:36:00,14595,United Kingdom,76,"163,80"
538899,12/15/2020 9:49:00,16817,United Kingdom,58,"123,10"
C562728,8/9/2021 9:41:00,12406,Denmark,-9,"-134,55"
569898,10/6/2021 16:08:00,,United Kingdom,559,"2037,00"
C542416,1/27/2021 17:23:00,16133,United Kingdom,-5,"-6,25"
541793,1/21/2021 13:13:00,13969,United Kingdom,212,"345,24"
573542,10/31/2021 13:03:00,14702,United Kingdom,234,"281,78"
575647,11/10/2021 14:16:00,16440,United Kingdom,392,"856,41"
C558436,6/29/2021 12:45:00,15805,United Kingdom,-36,"-23,40"
567971,9/23/2021 10:04:00,16681,United Kingdom,309,"417,50"
553520,5/17/2021 14:32:00,17238,United Kingdom,40,"103,83"
C537431,12/6/2020 16:10:00,16782,United Kingdom,-1,"-5,95"
577594,11/20/2021 16:07:00,13142,United Kingdom,258,"307,09"
561248,7/26/2021 11:39:00,16592,United Kingdom,48,"24,96"
573142,10/27/2021 17:48:00,18035,United Kingdom,386,"439,06"
575088,11/8/2021 14:00:00,13272,United Kingdom,24,"135,60"
556320,6/10/2021 10:50:00,,United Kingdom,-42,"0,00"
555620,6/6/2021 11:46:00,12748,United Kingdom,20,"13,00"
556039,6/8/2021 12:40:00,13001,United Kingdom,314,"501,50"
543111,2/3/2021 12:44:00,15719,United Kingdom,202,"428,11"
563532,8/17/2021 11:04:00,17511,United Kingdom,2504,"3256,88"
575930,11/11/2021 17:58:00,,United Kingdom,1226,"4526,33"
568235,9/26/2021 11:39:00,13410,United Kingdom,106,"183,62"
565434,9/4/2021 13:35:00,12867,United Kingdom,773,"673,29"
577105,11/17/2021 17:16:00,16076,United Kingdom,118,"186,18"
555631,6/6/2021 12:06:00,18118,United Kingdom,85,"191,61"
569735,10/6/2021 10:34:00,14646,Netherlands,2,"30,00"
575900,11/11/2021 15:14:00,,United Kingdom,7,"22,79"
559937,7/14/2021 10:11:00,13577,United Kingdom,206,"465,35"
545535,3/3/2021 14:09:00,13199,United Kingdom,96,"73,92"
575084,11/8/2021 13:32:00,,United Kingdom,3,"17,35"
554348,5/24/2021 8:49:00,13523,United Kingdom,438,"1695,54"
578262,11/23/2021 13:27:00,18283,United Kingdom,251,"313,65"
545993,3/8/2021 13:23:00,13777,United Kingdom,199,"421,09"
577085,11/17/2021 15:47:00,12997,United Kingdom,194,"310,50"
546435,3/14/2021 9:37:00,15671,United Kingdom,213,"356,19"
569652,10/5/2021 12:51:00,15628,United Kingdom,286,"416,46"
562347,8/4/2021 12:22:00,13263,United Kingdom,78,"167,32"
575204,11/9/2021 10:16:00,15027,United Kingdom,42,"99,18"
575516,11/10/2021 10:45:00,17340,United Kingdom,1690,"3893,79"
568590,9/28/2021 10:29:00,13126,United Kingdom,486,"308,56"
542417,1/27/2021 17:38:00,,United Kingdom,-11,"0,00"
577618,11/21/2021 10:27:00,12795,Portugal,68,"430,48"
556040,6/8/2021 12:42:00,14622,United Kingdom,146,"320,58"
577611,11/21/2021 9:59:00,,United Kingdom,10,"0,00"
C568420,9/27/2021 11:17:00,16573,United Kingdom,-1,"-4,95"
577296,11/18/2021 12:47:00,17286,United Kingdom,118,"153,92"
570128,10/7/2021 13:21:00,13689,United Kingdom,512,"910,00"
576473,11/15/2021 11:40:00,,United Kingdom,-108,"0,00"
539955,12/23/2020 12:13:00,,United Kingdom,141,"961,23"
558075,6/24/2021 17:07:00,17858,United Kingdom,116,"484,40"
562551,8/5/2021 16:19:00,17231,United Kingdom,131,"205,27"
C577775,11/21/2021 16:00:00,12504,Germany,-36,"-335,40"
536847,12/3/2020 9:31:00,17135,United Kingdom,222,"215,58"
562890,8/10/2021 12:11:00,14191,United Kingdom,272,"355,45"
573777,11/1/2021 10:49:00,13726,United Kingdom,670,"786,98"
537037,12/5/2020 10:03:00,17243,United Kingdom,92,"256,90"
C554781,5/26/2021 11:44:00,14245,United Kingdom,-1,"-1,95"
540979,1/12/2021 15:06:00,15727,United Kingdom,273,"554,75"
C538734,12/14/2020 11:24:00,16810,United Kingdom,-2,"-33,90"
555568,6/5/2021 15:25:00,17589,United Kingdom,372,"620,65"
581182,12/7/2021 15:56:00,12783,Portugal,142,"400,58"
C547802,3/25/2021 13:12:00,12921,United Kingdom,-5,"-3,60"
563551,8/17/2021 13:04:00,17757,United Kingdom,76,"155,05"
C553230,5/16/2021 11:09:00,14201,United Kingdom,-6,"-29,70"
557753,6/22/2021 13:00:00,17877,United Kingdom,98,"237,61"
542797,2/1/2021 11:08:00,17884,United Kingdom,319,"278,22"
C551841,5/4/2021 13:40:00,15311,United Kingdom,-4,"-4,24"
547344,3/22/2021 11:55:00,,United Kingdom,5,"0,00"
C557653,6/21/2021 17:25:00,14040,United Kingdom,-10,"-52,53"
558262,6/28/2021 8:45:00,14646,Netherlands,8998,"10174,94"
581578,12/9/2021 12:16:00,12713,Germany,508,"848,55"
565794,9/7/2021 9:45:00,16029,United Kingdom,312,"567,60"
577609,11/21/2021 9:51:00,12349,Italy,631,"1757,55"
550255,4/15/2021 11:47:00,13468,United Kingdom,66,"190,98"
567060,9/16/2021 11:41:00,,United Kingdom,-62,"0,00"
C573321,10/30/2021 10:35:00,14546,United Kingdom,-6,"-25,95"
537670,12/8/2020 9:07:00,13078,United Kingdom,151,"514,39"
546924,3/18/2021 10:06:00,14059,United Kingdom,128,"183,60"
C564487,8/25/2021 14:07:00,15838,United Kingdom,-1,"-11,52"
579457,11/29/2021 14:20:00,14824,United Kingdom,152,"316,70"
560261,7/17/2021 13:35:00,12841,United Kingdom,138,"207,16"
565217,9/1/2021 17:40:00,13099,United Kingdom,288,"207,36"
558067,6/24/2021 15:51:00,14156,EIRE,571,"930,71"
575060,11/8/2021 12:29:00,13089,United Kingdom,387,"1095,29"
570509,10/11/2021 10:16:00,13109,United Kingdom,260,"416,69"
549548,4/10/2021 11:35:00,13548,United Kingdom,164,"281,01"
571105,10/13/2021 16:01:00,17614,United Kingdom,238,"390,07"
577152,11/18/2021 9:53:00,14277,France,300,"499,40"
569639,10/5/2021 12:24:00,12471,Germany,1,"240,00"
568367,9/26/2021 15:51:00,15755,United Kingdom,402,"600,99"
572099,10/20/2021 15:43:00,,United Kingdom,8,"15,20"
574326,11/4/2021 8:29:00,14913,United Kingdom,381,"310,28"
545343,3/2/2021 9:05:00,15733,United Kingdom,62,"162,30"
C568600,9/28/2021 11:21:00,18223,United Kingdom,-1,"-2,08"
